"04","50177","01","17.5(A)","PC","MANDATORY SUPERVISION","","X","","","","20111001","99999999","*"
"01","48052","01","20","VC","USE/ETC FALSE INFO TO DMV","","M","","","141800","19590918","99999999","*"
"01","48103","01","27","VC","IMPERSONATE CHP OFFICER","","M","","","141600","19590918","99999999","*"
"01","48051","01","31","VC","GIVE FALSE INFO TO PO","","M","","","162600","19650917","99999999","*"
"01","46004","01","32","PC","ACCESSORY","","F","","","068600","18720101","99999999","*"
"01","46039","01","32","PC","ACCESSORY:PER 33 PC","*","M","","","092600","18720101","99999999","*"
"02","01004","01","37","PC","TREASON","","F","","","001000","18720101","99999999","*"
"01","01009","01","37(A)","PC","TREASON","","F","","","001000","19900101","99999999","*"
"01","01005","01","38","PC","MISPRISION OF TREASON","","F","","","036200","18720101","99999999","*"
"01","51004","01","67","PC","BRIBE EXECUTIVE OFFICER","","F","","","018700","18720101","99999999","*"
"01","51044","01","67.5(A)","PC","BRIBE PUBLIC OFFICER/ETC","","M","","","123400","19910101","99999999","*"
"01","51043","01","67.5(B)","PC","BRIBE PUBLIC OFFICER/ETC","","F","","","033300","19910101","99999999","*"
"01","51006","01","68","PC","ASK/RECEIVE BRIBE","","F","","","018800","19330921","99999999","*"
"01","48004","01","69","PC","OBSTRUCT/RESIST EXEC OFF","","F","","","037300","18720101","99999999","*"
"01","48115","01","69","PC","OBSTRUCT/RESIST EXEC OFCR","*","M","","","089500","18720101","99999999","*"
"01","51046","01","70(A)","PC","ASK/GET/ETC $/ETC:OFC ACT","","M","","","123300","19850101","99999999","*"
"01","33004","01","71","PC","THREATN SCH/PUB OFCR/EMPL","","F","","","040500","19691110","99999999","*"
"01","33011","01","71","PC","THREATN SCH/PUB OFCR/EMPL","*","M","","","089500","19691110","99999999","*"
"01","26004","01","72","PC","PRESENT FALSE CLAIM","","F","","","053300","18720101","99999999","*"
"01","26053","01","72","PC","PRESENT FALSE CLAIM","*","M","","","099900","18720101","99999999","*"
"01","51008","01","73","PC","BUY APPOINTMENT TO OFFICE","","M","","","123500","18720101","99999999","*"
"01","51009","01","74","PC","TAKE REWRD FOR DEPUTATION","","M","","","175200","18720101","99999999","*"
"01","16016","01","76(A)","PC","THREATN/ETC ELEC OFCL/ETC","*","F","","","040100","19930101","99999999","*"
"01","16046","01","76(A)","PC","THREATN/ETC ELEC OFCL/ETC","","M","","","089500","19930101","99999999","*"
"01","51010","01","85","PC","GIVE BRIBE TO LEGISLATOR","","F","","","019200","18720101","99999999","*"
"01","51011","01","86","PC","LEGISLATOR RECEIVE BRIBE","","F","","","019000","18720101","99999999","*"
"01","51012","01","92","PC","OFR/ETC BRIB JUDG/JUR/ETC","","F","","","019300","18720101","99999999","*"
"01","50091","01","93","LC","DISOBEY SUBPOENA","","M","","","168200","19370827","99999999","*"
"01","51013","01","93","PC","JUDGE/ETC RECEIVE BRIBE","","F","","","019400","18720101","99999999","*"
"01","51014","01","94","PC","JUDL OFCR REC/ETC BRIBE","","M","","","123600","18950101","99999999","*"
"01","51015","01","94.5","PC","JUDL OFCR ACC $ TO MARRY","","M","","","123700","19590918","99999999","*"
"01","51016","01","95","PC","INFLUENCE JUROR/ETC","","F","","","069300","18720101","99999999","*"
"01","50117","01","95.1","PC","THRET JUROR AFTER VERDICT","","F","","","040410","19880101","99999999","*"
"01","50004","01","96","PC","MISCONDUCT OF JUROR/ETC","","F","","","069500","18720101","99999999","*"
"01","51017","01","97","PC","JUDGE PURCHASE JUDGEMENT","","M","","","123800","18720101","99999999","*"
"01","31291","01","98.6(B)(2)","LC","FAIL TO HIRE AFTR HEARING","","M","","","168200","20140101","99999999","*"
"01","48005","01","102","PC","TAKE/ETC GOODS FROM OFCR","","M","","","150300","18720101","99999999","*"
"01","49088","01","107","PC","ESC:PUB TRAINING SCH/ETC","","F","","","061600","19410913","99999999","*"
"01","49005","01","109","PC","AID/ETC ESC:TRNG SCH/ETC","","F","","","061800","18720101","99999999","*"
"01","49006","01","110","PC","FUR INMATE W/ESCAPE EQUIP","","F","","","031600","18720101","99999999","*"
"01","25104","01","112(A)","PC","MFG/ETC FLSE GOV DOC","","M","","","093600","19950101","99999999","*"
"01","25074","01","113","PC","MFG/ETC FLSE CITZ/ETC DOC","","F","","","004050","19950101","99999999","*"
"01","25075","01","114","PC","USE FALSE CITIZEN/ETC DOC","","F","","","004051","19950101","99999999","*"
"01","25057","01","115(A)","PC","OFFER/ETC FAKE INSTR:FILE","","F","","","026900","19850101","99999999","*"
"01","25062","01","115.3","PC","ALT/ETC CERT CPY OFCL REC","","M","","","110400","19840905","99999999","*"
"01","25067","01","115.5(A)","PC","FILE FALSE/ETC REALTY DOC","","M","","","174520","19850101","99999999","*"
"01","25073","01","115.5(B)","PC","FALSE STATE TO NOTARY PUB","","F","","","026910","19850101","99999999","*"
"01","50005","01","116","PC","TAMPERING W/JURY LIST","","F","","","026400","18720101","99999999","*"
"01","50116","01","116.5(A)","PC","JURY TAMPERING","","M","","","142805","19950101","99999999","*"
"01","50006","01","117","PC","FALSIFY JURY LIST","","F","","","026500","18720101","99999999","*"
"01","50111","01","118(A)","PC","PERJURY","","F","PRJ","","020200","19900101","99999999","*"
"01","50100","01","118.1","PC","OFCR FILES FALSE REPORT","","F","","","078120","19910101","99999999","*"
"01","50148","01","118.1","PC","OFFICER FILE FALSE REPORT","*","M","","","097410","19910101","99999999","*"
"01","50083","01","118A","PC","FALSE AFFIDAVT AS PERJURY","","F","FAP","","020300","19050101","99999999","*"
"01","26309","01","119(A)(1)","BP","DISPLAY/ETC REVOK/ETC LIC","","M","","","148600","19910101","99999999","*"
"01","26125","01","119(C)","BP","DISPLAY ANOTHER'S LICENSE","","M","","","148600","19650917","99999999","*"
"01","26139","01","119(F)","BP","UNLAWFUL POSS/DUPL LICENS","","M","","","148600","19650917","99999999","*"
"01","31242","01","123(A)","BP","SUBVERT LICENSING EXAM","","M","","","148600","19900101","99999999","*"
"01","31198","01","125","BP","BUS/PROF CONSPIRE W/UNLIC","","M","","","148600","19491001","99999999","*"
"01","50009","01","127","PC","SUBORNATION OF PERJURY","","F","","","020500","18720101","99999999","*"
"01","50010","01","128","PC","PERJ:INOCENT PRSN EXECUTD","","F","","","001100","18720101","99999999","*"
"01","26005","01","129","PC","FALSE STATEMNT UNDER OATH","","F","","","020600","19050101","99999999","*"
"01","54072","01","131","HN","OBSTRUCT NAVIGABLE WATERS","","M","","","168400","19370827","99999999","*"
"01","48006","01","132","PC","OFFER FALSE EVIDENCE","","F","","","035100","18720101","99999999","*"
"01","48007","01","133","PC","DECEIVE WITNESS","","M","","","125500","18720101","99999999","*"
"01","48008","01","134","PC","PREPARE FALSE EVIDENCE","","F","","","026800","18720101","99999999","*"
"01","48009","01","135","PC","DESTROY/CONCEAL EVIDENCE","","M","","","150200","18720101","99999999","*"
"01","48125","01","135.5","PC","FIX EVID:HARM SAFETY OFCR","","M","","","150200","19990101","99999999","*"
"01","48093","01","136.1(A)(1)","PC","PREVENT/DISSUADE WIT/VICT","","M","","","097410","19910101","99999999","*"
"01","48116","01","136.1(A)(1)","PC","PRVENT/DISUADE VIC/WITNES","*","F","","","046300","19980101","99999999","*"
"01","48094","01","136.1(A)(2)","PC","ATT PREVENT/DISS WIT/VICT","","M","","","097410","19910101","99999999","*"
